PINGS,OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,Shape_STArea__,Shape_STLength__,ShapeSTArea,ShapeSTLength,PARK_ID,REGION,sum
0,658,Woodworth Square,City of Boston,A97,1,Hyde Park,0.03,"Intersection Metropolitan, Beacon, Vose",Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Horace C. Woodworth Square,BPRD,0,0,1506.244141,168.392955,NA,PARK_Maintenance_Region 4,0
0,666,Crane Ledge I,City of Boston, ,7,Roslindale,1.45,996 American Legion Highway,Residential District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,62987.48267,2028.993824,NA,INFO_Reallocation From Dept,0
0,667,Crane Ledge II,Commonwealth of Massachusetts, ,7,Roslindale,0.2,984 American Legion Highway,Commercial/Office/Business District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,8784.112549,627.910521,NA,INFO_Reallocation From Dept,0
0,669,Dana Avenue Urban Wild II,City of Boston,WPA,6,Hyde Park,0.03243961, ,Open Space District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,1413.067383,276.012915,NA,INFO_Reallocation From Dept,0
0,670,Dell Rock II,City of Boston, ,6,Hyde Park,0.04, ,Residential District,Urban Wilds & Natural Areas,NULL,BPRD,N,X, ,,0,0,1845.51709,296.2762949,NA,PARK_Maintenance_Ground Maintenance,0
0,672,Orlando-Monterey Lot II,Private, ,7,Mattapan,0.21,100 Almont Street (corner of Orlando Street),Residential District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,8996.256104,388.9770952,NA,INFO_Reallocation From Dept,0
0,677,Forest Hills Preserve,BHA, ,6,Roslindale,2.45, ,Open Space District,Urban Wilds & Natural Areas,NULL,BHA,N,X, ,,0,0,106605.823,1789.179074,NA,INFO_Reallocation From Dept,0
0,678,Allandale Woods IV,Private,A97/CR/WPA,6,West Roxbury,6.29, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,BCC,Private+BPRD,X,X,Spring House CR,,0,0,274167.4746,2284.327706,NA,INFO_Reallocation From Dept,0
0,679,Allandale Woods V,Private,A97/Easmnt/WPA,6,West Roxbury,2.78,1215R Centre Street,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,BCC & TTOR,BPRD,X,X,Snow Place Easement,,0,0,121187.429,1642.889288,NA,INFO_Reallocation From Dept,0
0,688,Hawkins-New Sudbury Mall II,City of Boston,,1,Central Boston,0.07,46 New Sudbury Street,Special District,"Malls, Squares & Plazas",NULL,NULL,N,X, ,PWD,0,0,3112.021484,231.4066517,NA,INFO_Reallocation From Dept,0
0,690,Piano Craft Garden,Private, ,1,South End,0.56,268-272 Northampton Street,Residential District,"Malls, Squares & Plazas",NULL, ,N, , ,,0,0,24196.3999,706.7282468,NA,INFO_Reallocation From Dept,0
0,699,Condor Street Beach II,City of Boston, ,3,East Boston,0.2,"Condor Street, Adj to Dist 9 Public Works Yard",Industrial District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X, ,,0,0,8875.083252,1551.503468,NA,PARK_Maintenance_Ground Maintenance,0
0,701,Kennedy Family Service Center Park,Private, ,3,Charlestown,0.11,29 Vine Street,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,Vine-Moulton Park,,0,0,4763.566406,285.4930411,NA,INFO_Reallocation From Dept,0
0,714,Fire Alarm House Grounds,City of Boston,A97,3,Fenway/Kenmore,0.84,59 The Fenway,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BFD,X, ,Back Bay Fens,,0,0,36785.26587,1398.95424,NA,INFO_Reallocation From Dept,0
0,720,Centre Street III,City of Boston, ,2,Jamaica Plain,0.01,IFO 977-985 Centre Street,Residential District,"Parkways, Reservations & Beaches",NULL,PWD,N,X, ,,0,0,327.6264648,231.4906636,NA,INFO_Reallocation From Dept,0
0,723,Dever School Schoolyard,City of Boston, ,3,Dorchester,1.13, , ,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, ,,0,0,49245.95435,1534.19483,NA,INFO_Reallocation From Dept,0
0,724,McCormack School Courts,City of Boston, ,3,Dorchester,0.32,325 Mt Vernon Street, ,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, ,,0,0,13785.62134,473.6115532,NA,INFO_Reallocation From Dept,0
0,727,Tunnel Harborwalk,MassDOT,Ch 91,1,South Boston,0.18,FID Kennedy Avenue,Special District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,8019.043945,492.549189,NA,INFO_Reallocation From Dept,0
0,730,Aquarium Harborwalk II,BRA,Ch91/WPA,1,Central Boston,0.5,East side of India Row btwn Aquarium IMAX & Harbor Towers,Special District,"Malls, Squares & Plazas",NULL,BRA,N,X, ,,0,0,2213.634766,227.9249259,NA,INFO_Reallocation From Dept,0
0,733,400R Atlantic Avenue Harborwalk,Private,Ch91/WPA,1,Central Boston,0.05,400R Atlantic Avenue,Special District,"Malls, Squares & Plazas",NULL,Private,N,X, ,,0,0,2001.238037,313.1311016,NA,INFO_Reallocation From Dept,0
0,737,Commercial Wharf Harborwalk,Private,Ch91/WPA,1,Central Boston,0.19,86-87 Commercial Wharf East,Special District,"Malls, Squares & Plazas",NULL,Private,N,X, ,,0,0,8472.560547,1178.121408,NA,INFO_Reallocation From Dept,0
0,738,Mishawam Playlots,Private, ,3,Charlestown,0.24, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,Private,N,X, ,,0,0,10432.50366,586.4905,NA,INFO_Reallocation From Dept,0
0,741,Nancy Kafka Reserve,Private,A97/CR,6,Roxbury,0.71,140 Highland Street,Residential District,Urban Wilds & Natural Areas,BCC,Private,X, ,140 Highland Street Reserve,BCC,0,0,31135.71704,1106.928283,NA,INFO_Reallocation From Dept,0
0,743,Maple-Sonoma Streets Community Park,City of Boston, ,3,Roxbury,0.26,84 Maple Street,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,Community Group/Nonprofit,N,X, ,DND,0,0,11147.77612,445.5362987,NA,INFO_Reallocation From Dept,0
0,744,Erie/Wolcott Streets Park,BNAN,Land Trust,3,Roxbury,0.25,72-78 Erie Street,Residential District,"Parks, Playgrounds & Athletic Fields",BNAN,BNAN,N,X, ,NA,0,0,10845.89038,429.312758,NA,INFO_Reallocation From Dept,0
0,752,Bunker Hill Burying Ground,City of Boston,Ch114S7/A97,4,Charlestown,1.1230495,Opposite 204 Bunker Hill Str.,Commercial/Office/Business District,Cemeteries & Burying Grounds,BPRD, ,X,A, ,,0,0,48140.03516,1027.154334,NA,PARK_Cemetery Maintenance Request,0
0,757,Dunbarton Woods,City of Boston,A97,6,West Roxbury,0.68656657, ,Residential District,Urban Wilds & Natural Areas,BCC,Private,X,X, ,,0,0,32024.47852,909.2257589,NA,INFO_Reallocation From Dept,0
0,758,Southwest Corridor Community Farm,Community Group/Nonprofit,Land Trust/Esmt,5,Jamaica Plain,0.61160726,57 Lamartine Street,Residential District,Community Gardens,TTOR,TTOR,N, , ,,0,0,26424.95459,718.9919797,NA,INFO_Reallocation From Dept,0
0,761,Nira Avenue Garden,BNAN,Land Trust,5,Jamaica Plain,0.16903517, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,7875.719238,354.9329423,NA,PARK_Maintenance_Ground Maintenance,0
0,762,Arcola Park Garden,BNAN,Land Trust,1,Jamaica Plain,0.07232682, ,Residential District,"Malls, Squares & Plazas",NULL, ,N, , ,,0,0,3281.606689,239.7233401,NA,INFO_Reallocation From Dept,0
0,763,Bradford Street Play Area,City of Boston,A97,3,South End,0.04,18 Bradford Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,1596.475342,161.649462,NA,PARK_Maintenance_Region 6,0
0,769,Columbia Road Totlot,City of Boston, ,3,Dorchester,0.22, ,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , ,,0,0,9388.523193,403.9660277,NA,INFO_Reallocation From Dept,0
0,773,Blake Estates Urban Wild,City of Boston,A97/CR,6,Hyde Park,0.34, ,Industrial District,Urban Wilds & Natural Areas,BCC, ,X, ,Allis Chalmers UW,,0,0,14734.68628,644.4529282,NA,INFO_Reallocation From Dept,0
0,774,Railroad Avenue,Commonwealth of Massachusetts,A97,6,Hyde Park,1.1, ,Residential District,Urban Wilds & Natural Areas,DCR, ,X,X, ,,0,0,47864.20239,1226.926498,NA,PARK_Maintenance_Ground Maintenance,0
0,775,Fairview Cemetery,City of Boston,Ch114S7/A97,4,Hyde Park,57.24643678,28 Fairview Ave.,Residential District,Cemeteries & Burying Grounds,BPRD, ,X,X, ,,0,0,2495306.268,7299.930587,NA,PARK_Cemetery Maintenance Request,0
0,776,McCormack School Yard,City of Boston,,3,Dorchester,0.58,315 Mt Vernon Street,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",NULL,,N,,,BPS,0,0,25390.03369,646.8437181,NA,INFO_Reallocation From Dept,0
0,784,Watson Park II,BHA, ,3,South End,0.02154804,15 Taylor Str.,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BHA,N, , ,,0,0,995.3417969,152.7149736,NA,INFO_Reallocation From Dept,0
0,785,Watson Park I,BRA, ,3,South End,0.08,15 Taylor Str.,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BRA,N,X, ,BRA,0,0,3605.420898,399.9247287,NA,PARK_Maintenance_Region 6,0
0,786,Rossmore/Stedman Park,City of Boston,A97,3,Jamaica Plain,0.07394843,Opposite 41 Rossmore Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,3204.296631,248.0702085,NA,PARK_Maintenance_Region 3,0
0,787,Brewer-Burroughs Tot Lot,City of Boston,A97,3,Jamaica Plain,0.18565302,Opposite 2 Brewer Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,8330.25,373.015355,NA,PARK_Maintenance_Region 3,0
0,790,Brighton Police Station Campus,City of Boston, ,1,Allston-Brighton,0.45, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL,BPD,N,X, ,BPD,0,0,19791.91626,1192.758786,NA,INFO_Reallocation From Dept,0
0,791,Public Ground,City of Boston,A97,1,Allston-Brighton,0.06,,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,,X,X,,BPRD,0,0,2775.326904,200.241863,NA,INFO_Reallocation From Dept,0
0,792,Tebroc Street Playlot,City of Boston,,3,Dorchester,0.02,,Residential District,"Parks, Playgrounds & Athletic Fields",,,N,X,,DND,0,0,945.7583008,125.0951621,NA,INFO_Reallocation From Dept,0
0,803,Essex Square,City of Boston,A97,1,Charlestown,0.03,23-25 Essex Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,0,0,1093.334717,136.1257417,NA,PARK_Maintenance_Ground Maintenance,0
0,804,Mt. Pleasant Play Area,City of Boston,A97,3,Roxbury,0.31333134,30 Mt. Pleasant Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,17360.64429,575.620438,NA,PARK_Maintenance_Region 5,0
0,806,Norton/Stonehurst Garden,BNAN,Land Trust,5,Dorchester,0.08486794, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,3482.319336,254.8855595,NA,INFO_Reallocation From Dept,0
0,807,Lawn Street Garden,Private, ,5,Jamaica Plain,0.13142626, ,Open Space District,Community Gardens,NULL, ,N, , ,,0,0,6446.366455,405.505695,NA,PARK_Maintenance_Ground Maintenance,0
0,808,Walden Street Community Garden,Community Group/Nonprofit, ,5,Jamaica Plain,0.24024827, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,10995.302,423.9385127,NA,PARK_Maintenance_Ground Maintenance,0
0,810,Round Hill Street Garden,BNAN,Land Trust,5,Jamaica Plain,0.06917935, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,3071.22583,228.8237856,NA,PARK_Maintenance_Ground Maintenance,0
0,813,Emmel Square,City of Boston,A97,1,Roslindale,0.02,,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"Gustav Emmel Square, Carruth Square, Emmet Square (sic)",BPRD,0,0,796.3469238,134.3723915,NA,INFO_Reallocation From Dept,0
0,819,Mount Vernon Square,Private,,1,Back Bay/Beacon Hill,0.05,Off River Street btwn Mt Vernon St and Pickney St,Residential District,"Malls, Squares & Plazas",,Private,N,X,,,0,0,1975.747559,170.5822038,NA,INFO_Reallocation From Dept,0
0,820,Charlestown Veteran's Memorial Park,City of Boston,,1,Charlestown,0.04,"On Main Street, opposite John Harvard Mall, just north of City Square",Commercial/Office/Business District,"Malls, Squares & Plazas",,,N,X,,,0,0,1916.809082,183.219765,NA,INFO_Reallocation From Dept,0
0,827,Foster's Nook CG I,City of Boston,,5,South Boston,0.07,344 Athens Street,Residential District,Community Gardens,,Community Group/Nonprofit,N,X,,DND,0,0,3171.032471,227.9615483,NA,INFO_Reallocation From Dept,0
0,828,Foster's Nook CG II,Community Group/Nonprofit,,5,South Boston,0.04,348 Athens Street,Residential District,Community Gardens,,Community Group/Nonprofit,N,X,,,0,0,1784.412598,186.5670242,NA,INFO_Reallocation From Dept,0
0,830,Geneva Cliffs II,Private,,6,North Dorchester,1.19,Cedar Avenue,Open Space District,Urban Wilds & Natural Areas,NULL,BPRD,N,X,NStar at Geneva Cliffs,,0,0,51657.89233,947.2999307,NA,INFO_Reallocation From Dept,0
0,832,Boundary I,City of Boston, ,6,Roslindale,6.92577563, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N,X, ,,0,0,307701.7009,2478.820996,NA,INFO_Reallocation From Dept,0
0,833,Stony Brook Reservation III,Commonwealth of Massachusetts,A97/WPA/NHP,2,Roslindale,65.66, ,Residential District,"Parkways, Reservations & Beaches",DCR, ,X,X, ,,0,0,2916192.795,15108.79307,NA,INFO_Reallocation From Dept,0
0,834,George Wright Golf Course,City of Boston,A97,3,Roslindale,156.37,420 West Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,6794170.718,14378.28813,NA,PARK_Maintenance_Region 4,0
0,835,DeForest Urban Wild II,Private, ,6,Hyde Park,0.11, ,Residential District,Urban Wilds & Natural Areas,NULL,NULL,N,,Deforest Street Urban Wild,NULL,0,0,4770.57959,286.1179054,NA,INFO_Reallocation From Dept,0
0,836,DeForest Urban Wild I,City of Boston,A97,6,Hyde Park,0.91, ,Residential District,Urban Wilds & Natural Areas,BCC,BPRD,X,X,Deforest Street Urban Wild,BCC,0,0,39824.05859,1242.539716,NA,PARK_Maintenance_Ground Maintenance,0
0,842,Iroquois Street Woods,Private,Easement,6,Jamaica Plain,1.04421027, ,Institutional District,Urban Wilds & Natural Areas,BCC,Private+BPRD,T,X, ,BCC,0,0,46831.88843,1274.328611,NA,INFO_Reallocation From Dept,0
0,845,BNAN Parcel,BNAN,Land Trust,6,Jamaica Plain,0.27, ,Open Space District,Urban Wilds & Natural Areas,BNAN,BNAN,N,X, ,<NULL>,0,0,11664.74658,491.3583171,NA,INFO_Reallocation From Dept,0
0,847,Allegheny Street II,Private, ,6,Jamaica Plain,0.74,69 Alleghany Street,Residential District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,32314.72412,939.8087223,NA,INFO_Reallocation From Dept,0
0,850,Central Court,Private,Easement,1,Central Boston,0.07, ,Commercial/Office/Business District,"Malls, Squares & Plazas",Private,Private,N,X,"Broad St Prk, Fairlane Prk, Hamilton Prk",,0,0,3035.739258,246.2730031,NA,PARK_Maintenance_Ground Maintenance,0
0,856,Bay Village Neighborhood Park,City of Boston,,1,Central Boston,0.07965458, ,Commercial/Office/Business District,"Malls, Squares & Plazas",PWD, ,X,X, ,PWD,0,0,4095.008789,275.3912031,NA,PARK_Maintenance_Region 1,0
0,857,Beauford Play Area,City of Boston,A97,3,Roxbury,0.23995873,127 Howard Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,10268.23901,411.3432548,NA,PARK_Maintenance_Region 5,0
0,863,Magnolia & Woodford Streets Garden,City of Boston, ,5,Roxbury,0.14701905, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,6404.26416,350.6165312,NA,PARK_Maintenance_Ground Maintenance,0
0,864,Denton Square,City of Boston,A97,1,Roxbury,0.07843967, ,Open Space District,"Malls, Squares & Plazas",BPRD, ,X,X, ,,0,0,3238.967285,266.1502163,NA,PARK_Maintenance_Region 5,0
0,865,Dacia/Woodcliff Community Garden,BNAN,Land Trust,5,Roxbury,0.29448898, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,13135.60425,460.1605656,NA,PARK_Maintenance_Ground Maintenance,0
0,866,"Julian, Judson, Dean Garden",BNAN,Land Trust,5,Roxbury,0.1909683, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,8623.077148,383.5406881,NA,INFO_Reallocation From Dept,0
0,867,Esparanza Garden,Private, ,5,Roxbury,0.11222645, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,4888.671631,295.1755809,NA,INFO_Reallocation From Dept,0
0,868,Sargent Street Park,Community Group/Nonprofit, ,5,Roxbury,0.31034281, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,12922.3125,461.9664262,NA,INFO_Reallocation From Dept,0
0,870,Woodcliff,City of Boston, ,7,Roxbury,1.3,78 Woodcliff Street,Residential District,Urban Wilds & Natural Areas,NULL, ,N,X, ,DND,0,0,56829.68408,1628.946327,NA,INFO_Reallocation From Dept,0
0,879,South End Library Park,City of Boston,,3,South End,0.19,685 Tremont St,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X, ,BPL,0,0,8242.430664,366.7459134,NA,PARK_Maintenance_Region 6,0
0,880,Menino Park,BRA,WPA/Ch91,3,Charlestown,1.24,First Avenue & Sixteenth Street,Special District,"Parks, Playgrounds & Athletic Fields",BRA,Private+BPRD,X,X,"Parcel 5 Park, Spaulding Park",BPRD,0,0,53867.3457,1209.683955,NA,INFO_Reallocation From Dept,0
0,882,Rupert-Trinity Park,Private,,1,Dorchester,0.07,Rupert St and Trinity Terrace,Residential District,"Malls, Squares & Plazas",Private,Private,N,,Trinity Terrace Park,Private,0,0,3256.079346,321.4586616,NA,INFO_Reallocation From Dept,0
0,889,Spectacle Island I,City of Boston,A97,3,Harbor Islands,86,,Industrial District,"Parks, Playgrounds & Athletic Fields",BPRD,DCR,X,X,Spectacle Island,BPRD,0,0,3746063.962,11421.42443,NA,INFO_Reallocation From Dept,0
0,893,Charlestown Overlook,BRA, ,6,Charlestown,0.21, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,9159.855469,540.7839593,NA,PARK_Maintenance_Ground Maintenance,0
0,894,Cook Street Play Area,City of Boston,A97,3,Charlestown,0.0981234,Adjacent to 9 Hill Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,4414.66333,320.9659709,NA,PARK_Maintenance_Region 1,0
0,895,Spaulding Rehabilitation Plaza,Private,WPA/Ch91,1,Charlestown,0.3,300 First Avenue,Special District,"Malls, Squares & Plazas",,Private,N,X,,,0,0,12947.07349,838.38814,NA,INFO_Reallocation From Dept,0
0,905,Wood Island Bay Edge,Massport, ,6,East Boston,3.3712914, ,Special District,Urban Wilds & Natural Areas,Massport, ,N, ,MBTA Extension,,0,0,126325.5325,2023.225155,NA,INFO_Reallocation From Dept,0
0,909,Umana Schoolyard,City of Boston, ,3,East Boston,2.52044147, ,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, ,,0,0,117673.2026,1702.276632,NA,PARK_Maintenance_Ground Maintenance,0
0,913,Chapman,Private, ,6,Jamaica Plain,5.84964753, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,243920.0083,2746.285983,NA,INFO_Reallocation From Dept,0
0,915,Daughters of St. Paul,Private, ,6,Jamaica Plain,11.70791948, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,553677.6624,5280.525167,NA,INFO_Reallocation From Dept,0
0,918,Amory Street Park,City of Boston,A97,3,Jamaica Plain,0.12,,Residential District,"Parks, Playgrounds & Athletic Fields",,DND,N,X,,DND,0,0,5324.703125,304.1477805,NA,PARK_Maintenance_Region 3,0
0,919,Kelly Outdoor Skating Rink,MBTA,,3,Jamaica Plain,NA,,Industrial District,"Parks, Playgrounds & Athletic Fields",NULL,DCR,N,X,,DCR,0,0,15586.48999,591.7601541,NA,INFO_Reallocation From Dept,0
0,920,New Academy Estates Courtyard,Private,,3,Jamaica Plain,NA,,Residential District,"Parks, Playgrounds & Athletic Fields",,Private,N,X,,Private,0,0,3295.407959,360.1467128,NA,INFO_Reallocation From Dept,0
0,921,New Academy Estates Half Court,Private,,3,Jamaica Plain,NA,,Residential District,"Parks, Playgrounds & Athletic Fields",,Private,N,X,,Private,0,0,3945.573486,254.7650065,NA,INFO_Reallocation From Dept,0
0,924,Dixwell Street Playlot,City of Boston,,3,Jamaica Plain,NA,17 Dixwell Street,Residential District,"Parks, Playgrounds & Athletic Fields",,DND,N,X,,DND,0,0,4149.403809,267.0032743,NA,INFO_Reallocation From Dept,0
0,928,Olmsted Green Park,Private,,3,Mattapan,0.09,,Special District,"Parks, Playgrounds & Athletic Fields",,Private,N,X,,,0,0,3823.852051,256.634303,NA,INFO_Reallocation From Dept,0
0,930,South Street BHA Play Area,BHA, ,3,Jamaica Plain,0.1, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BHA,N,X, ,BHA,0,0,4177.435791,308.5925103,NA,INFO_Reallocation From Dept,0
0,931,Manning Schoolyard,City of Boston,,3,Jamaica Plain,0.22,,,"Parks, Playgrounds & Athletic Fields",,BPS,N,X,,BPS,0,0,9740.52832,534.166182,NA,INFO_Reallocation From Dept,0
0,936,Rolling Bridge Park,MassDOT,CAT Mit,1,South Boston,1.05, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,45934.2168,2247.595015,NA,INFO_Reallocation From Dept,0
0,938,Stony Brook Commons Park,Private,,3,Roslindale,1.53,390 Blue Ledge Drive,Residential District,"Parks, Playgrounds & Athletic Fields",,,N,,,,0,0,66604.64526,1129.207481,NA,INFO_Reallocation From Dept,0
0,953,Port Norfolk Park,Commonwealth of Massachusetts,A97/ACEC/WPA,2,Dorchester,12.72, ,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X, ,DCR,0,0,554291.394,5824.879691,NA,INFO_Reallocation From Dept,0
